Title,Year,Standardized Title
Complications Related to Lower Extremity Endovascular Interventions: Strategies to Avoid and Manage Acute Thrombotic and Embolic Complications,2021,"best-cli, basil-2 and data from modern drug-eluting technologies: what conclusions can we draw?, sponsored by boston scientific"
Complications Related to Endovascular Repair of Ruptured Aortic Aneurysms: How to Manage Type I/II Endoleaks,2021,clinical insights in pad: reducing the risk of major thrombotic vascular events
Complications Related to Branched and Fenestrated Aortic Repair: Strategies to Avoid and Manage Type I and Branch-related Endoleaks,2021,cellular mechanisms of tissue repair in the ischemic limb
Complications Related to TEVAR for Acute Dissection: How to Prevent and Manage Retrograde Dissections,2021,"the impact of revascularization strategy on clinical failure, hemodynamic failure and chronic limb-threatening ischemia symptoms in the best-cli trial"
Quantifying the Financial Impact of COVID on Vascular Surgery Practices: How to Recover,2021,secondary interventions following open versus endovascular revascularization for chronic limb threatening ischemia in the best-cli trial
"Global Vascular Surgeon’s Experience, Stressors and Coping during the COVID-19 Pandemic",2021,"relationship of the wound, ischaemia, and foot infection stage with frailty, disability, and quality of life at baseline, and one-year outcomes in all-comers with chronic limb-threatening ischaemia"
Well-Being of the Vascular Surgery Workforce during the Pandemic,2021,black patients have worse outcomes after lower extremity revascularization: a propensity matched analysis of comorbidities and socioeconomic factors
Arterial Thrombotic Complications of COVID-19: What are They and How Should They be Managed?,2021,infrapopliteal peripheral vascular interventions for claudication are associated with poor long-term outcomes regardless of anatomic and disease severity
"Increased Stroke Severity, ST-elevation Myocardial Infarction, Type a Aortic Dissection, and Deaths at Home in an Early Epicenter of the COVID-19 Pandemic",2021,socioeconomic status not associated with worse outcomes after open lower extremity revascularization
Outpatient Chronic Anticoagulation Improves Outcomes in Patients with COVID19 and Cardiovascular Risk Factors,2021,fatty acid binding protein 4 has prognostic value in peripheral artery disease
Clinical Outcomes in Peripheral Artery Disease with COVID-19: A Multi-Center Research Network Study,2021,surgical release of anterior tibial artery entrapment with associated popliteal artery entrapment
The CLOT (COVID-19 Likelihood of Thrombosis) Calculator: Predicting Venous Thromboembolism Risk in Hospitalized Patients with COVID-19,2021,demonstrating your value as a vascular advanced practice provider
Impact of COVID-19-Related Delays of Scheduled Operations in Patients with Chronic Limb Threatening Ischemia,2021,venous thromboembolism surges after covid-19 pandemic
Results of a Modified Lower Extremity Venous Duplex Ultrasound Protocol for Patients with COVID-19,2021,pelvic congestion syndrome
"B1: Why Clinical Trial Participants Need to Look Like Us and How We Can Improve Care for the Underserved Population Living with Peripheral Arterial Disease, Sponsored by Abbott",2021,anti-coagulation: how do we treat it and how are we following up?
"B2: Paclitaxel Safety: A View from Multiple Perspectives, Co-Sponsored by Boston Scientific and Medtronic",2021,leg swelling
"B3: Clinical Insights in Chronic CAD/PAD: Reducing the Risk of Major Cardiovascular Events, Sponsored by Janssen Pharmaceuticals, Inc.",2021,lymphedema
Why You Should 100% Pursue Vascular Surgery,2021,lymphedema/lipedema/plastics
What is the Application Process?,2021,lymphedema/lipedema q&a
What are We Looking for in an Applicant?,2021,svn-physician assistant section lunch and panel discussion
How to Find the Right Training Program,2021,breakout room 1: research and practice management - retrospective review of characteristics of individuals who were admitted for major amputations from 2017-2021 at major medical center
How to Improve Your Application,2021,breakout room 2: professional development - developing a vein practice
My Career as a Vascular Surgeon,2021,breakout room 1: research and practice management - svn practice and research committee projects update: systemic review of the prevalence of undiagnosed peripheral artery disease (pad) among patients undergoing orthopedic procedures
Vascular Surgery 101,2021,breakout room 2: professional development - vascular np mentorship through formalized education and journal club
Who are Vascular Surgeons?,2021,breakout room 1: research and practice management - using an exploratory domain analysis to understand outcome heterogeneity in response to supervised exercise therapy in pad
How Vascular Surgery Differs from Other Specialties,2021,breakout room 2: professional development - bring your best case to develop a journal submission
Lifeguards of the Hospital,2021,best-cli: the journey to evidence and beyond
How to Get More Exposure to Vascular Surgery,2021,optimizing therapy solutions with gore branched technology
My Path to Vascular Surgery,2021,characterization of strokes following gore thoracic branch endografting requiring zone 2 landing
Panel Discussion,2021,reinterventions and sac dynamics after fenestrated evar with physician-modified endografts for index aneurysm repair and following prior evar
Introduction,2021,thoracic endovascular aortic repair for metachronous thoracic aortic aneurysms following prior infrarenal abdominal aortic aneurysm repair
Medical Student Program Breakfast (MS3-4): How to Succeed as a Vascular Surgery Residency Applicant,2021,diabetes mellitus impact on aneurysm sac growth and type ii endoleak following endovascular aneurysm repair
SVS Leadership Welcome,2021,aortic remodeling following thoracic endovascular aortic repair extension for residual type b dissection in patients with previous frozen elephant trunk
Why Your Decision to Pursue Vascular Surgery is 100% Correct,2021,clinical significance of lumbar artery embolization in addition to inferior mesenteric artery embolization to reduce persistent type 2 endoleak at endovascular aneurysm repair
What is the Application Process?,2021,total transfemoral approach is associated with lower rates of cerebrovascular events and improved outcomes compared to upper extremity approach during fenestrated-branch endovascular aortic repair
How to Improve Your Application,2021,endovascular aortic arch repair with 3 retrograde branches
What are Program Directors Looking For?,2021,baroreflex activation therapy: a novel extravascular procedure for heart failure
How to Improve Sub-Internship/Interview Performance,2021,going big with ivl: the new shockwave l6 in the treatment of calcified iliac and common femoral arteries
How I Successfully Matched,2021,demographics of acute limb ischemia
Impact of Gap Distance Between the Fenestration and Aortic Wall on Target Artery Instability Following Fenestrated-branched Endovascular Aortic Repair,2021,my algorithm to the cold leg
Longer Follow-up Intervals Following EVAR Is Safe and Appropriate After Marked Aneurysm Sac Regression,2021,endovascular practicalities that need to be addressed for the cold leg
"Five-year Results of STABLE II Study for the Endovascular Treatment of Complicated, Acute Type B Aortic Dissection with a Composite Device Design",2021,device evolution: what's available and what's coming down the pipe
"Final 5-Year Results of the United States Prospective, Multicenter Study of Endovascular Repair of Iliac Aneurysms Using the Gore Iliac Branch Endoprosthesis",2021,cold leg complications and how to get rid of them
Decreasing Prevalence of Centers Meeting the Society for Vascular Surgery Abdominal Aortic Aneurysm Guidelines in the United States,2021,prognostic factors for compartment syndrome
Long-term Implications of Elective EVAR That Is Non-compliant with Clinical Practice Guideline Diameter Thresholds,2021,debate: open thrombectomy still has a major role
Neurological Outcomes in Open Thoracoabdominal Aortic Aneurysm Repair Performed Under Deep Hypothermic Circulatory Arrest with and Without Spinal Drainage,2021,debate: thrombolysis is the way to go - devices are over-rated
